text,author,book
"""I just woke up and I'm starving.",Banana Yoshimoto,Kitchen
"I was thinking, hmm, maybe I'll make some ramen noodles.",Banana Yoshimoto,Kitchen
.,Banana Yoshimoto,Kitchen
.,Banana Yoshimoto,Kitchen
".""",Banana Yoshimoto,Kitchen
"In contrast to the way he had been in my dream, Yuichi was mumbling, his face puffy with sleep.39I could feel my own face swollen from crying.",Banana Yoshimoto,Kitchen
"""I'll nijg*it for you,"" I said.",Banana Yoshimoto,Kitchen
"""Have a seat on my sofa.",Banana Yoshimoto,Kitchen
"""""Ah,"" he said, ""your sofa.""",Banana Yoshimoto,Kitchen
"He stumbled over to it and sat down.In this little room suspended in the black of night, under the kitchen light, I opened the refrigerator.",Banana Yoshimoto,Kitchen
I chopped vegetables.,Banana Yoshimoto,Kitchen
"Here in my favorite place, I suddenly thought: ramenl What a coincidence!",Banana Yoshimoto,Kitchen
"Without turning around I said playfully, ""In my dream you said you wanted ramen.",Banana Yoshimoto,Kitchen
"""There was no response whatsoever.",Banana Yoshimoto,Kitchen
"Wondering if he had fallen back asleep, I looked over, and there was Yuichi, gaping at me.",Banana Yoshimoto,Kitchen
"""I ...",Banana Yoshimoto,Kitchen
"I don't believe this,"" I said.",Banana Yoshimoto,Kitchen
"""The floor in your old kitchen, was it a kind of yellow-green color?""",Banana Yoshimoto,Kitchen
Yuichi asked.,Banana Yoshimoto,Kitchen
"""This isn't some kind of riddle.",Banana Yoshimoto,Kitchen
"""That was strange.",Banana Yoshimoto,Kitchen
"I nodded and said, ""Thanks for mopping it for me.""",Banana Yoshimoto,Kitchen
Women are always quicker to pick up on these things.,Banana Yoshimoto,Kitchen
"""Now I'm awake,"" he said, but, half-apologetic for not getting it sooner, he smiled.",Banana Yoshimoto,Kitchen
"""I really want you to make me some tea right now, and not in a teacup.",Banana Yoshimoto,Kitchen
"""""You make it.",Banana Yoshimoto,Kitchen
"""""Hmm,"" he said.",Banana Yoshimoto,Kitchen
"""Okay, how about some juice—you want some?""""Sure.",Banana Yoshimoto,Kitchen
"""Yuichi went to the refrigerator and got out a couple of grapefruits, then happily took the juicer from its box.",Banana Yoshimoto,Kitchen
"Ac-companied by the ungodly racket of the machine in the 40KITCHENsilent, middle-of-the-night kitchen, I slipped the noodles into boiling water.While what had happened was utterly amazing, it didn't seem so out of the ordinary, really.",Banana Yoshimoto,Kitchen
It was at once a miracle and the most natural thing in the world.I held the feeling in my heart; the urge to discuss it died out.,Banana Yoshimoto,Kitchen
There was all the time in the world.,Banana Yoshimoto,Kitchen
"In the endless repetition of other nights, other mornings, this moment, too, might become a dream.",Banana Yoshimoto,Kitchen
"""It's not easy being a woman,"" said Eriko one evening out of the blue.I lifted my nose from the magazine I was reading and said, ""Huh?""",Banana Yoshimoto,Kitchen
The beautiful Eriko was watering the plants in front of the terrace before she left for work.,Banana Yoshimoto,Kitchen
"""Because I have a lot of faith in you, I suddenly feel I ought to tell you something.",Banana Yoshimoto,Kitchen
"I learned it raising Yuichi.There were many, many difficult times, god knows.",Banana Yoshimoto,Kitchen
"If a person wants to stand on her own two feet, I recommend undertaking the care and feeding of something.",Banana Yoshimoto,Kitchen
"It could be children, or it could be house plants, you know?",Banana Yoshimoto,Kitchen
By doing that you come to understand your own limitations.,Banana Yoshimoto,Kitchen
"That's where it starts.""",Banana Yoshimoto,Kitchen
"As if chanting a liturgy, she related to me her philosophy of life.",Banana Yoshimoto,Kitchen
"""Life can be so hard,"" I said, moved.""Yes.",Banana Yoshimoto,Kitchen
"But if a person hasn't ever experienced true despair, she grows old never knowing how to evaluate where she is in life; never understanding what joy really is.",Banana Yoshimoto,Kitchen
I'm grateful for it.,Banana Yoshimoto,Kitchen
"""4tHer hair rustled, brushing her shoulders.",Banana Yoshimoto,Kitchen
"There are many days when all the awful things that happen make you sick at heart, when the path before you is so steep you can't bear to look.",Banana Yoshimoto,Kitchen
"Not even love can rescue a person from that.Still, enveloped in the twilight coming from the west, there she was, watering the plants with her slender, grace-ful hands, in the midst of a light so sweet it seemed to form a rainbow in the transparent water she poured.",Banana Yoshimoto,Kitchen
"""I think I understand.",Banana Yoshimoto,Kitchen
"""H love your honest heart, Mikage.",Banana Yoshimoto,Kitchen
The grandmother who raised you must have been a wonderful person.,Banana Yoshimoto,Kitchen
"""I smiled.",Banana Yoshimoto,Kitchen
"""She was.",Banana Yoshimoto,Kitchen
"""""You've been lucky,"" said Eriko.",Banana Yoshimoto,Kitchen
"She laughed, her back to me.One day I'll have to move out, I thought as I turned back to my magazine.",Banana Yoshimoto,Kitchen
The thought made me woozy.,Banana Yoshimoto,Kitchen
"But I would have to do it.Someday, I wondered, will I be living somewhere else and look back nostalgically on my time here?",Banana Yoshimoto,Kitchen
"Or will I return to this same kitchen someday?But right now I am here with this powerful mother, this boy with the gende eyes.",Banana Yoshimoto,Kitchen
"That was all that mattered.As I grow older, much older, I will experience many things, and I will hit rock bottom again and again.",Banana Yoshimoto,Kitchen
Again and again I will suffer; again and again I will get back on my feet.,Banana Yoshimoto,Kitchen
I will not be defeated.,Banana Yoshimoto,Kitchen
"I won't let my spirit be destroyed.KITCHEN• • •Dream kitchens.I will have countless ones, in my heart or in reality.",Banana Yoshimoto,Kitchen
Or in my travels.,Banana Yoshimoto,Kitchen
"Alone, with a crowd of people, with one other person—in all the many places I will live.",Banana Yoshimoto,Kitchen
I know that there will be so many more.2 FULL MOONEriko died late in the autumn.A crazy man became obsessed with her and killed her.He had spotted her on the street and liked what he saw; when he followed her he discovered that the place where she worked was a gay bar.,Banana Yoshimoto,Kitchen
"Shocked to find out that this beautiful woman was a man, he began writing her long letters and hanging around the bar.",Banana Yoshimoto,Kitchen
"The more persistent he was, the colder Eriko and the people at the club became.One night, screaming that he had been made a fool of, he lunged at her with a knife.",Banana Yoshimoto,Kitchen
"Eriko, wounded, grabbed a KITCHENbarbell off the bar—it was part of the club's decor—with both hands and beat him to death.""There!""",Banana Yoshimoto,Kitchen
she said.,Banana Yoshimoto,Kitchen
"""Self-defense, that makes us even.",Banana Yoshimoto,Kitchen
"""Those were her last words.I didn't learn of this until winter.",Banana Yoshimoto,Kitchen
It was a while before Yuichi finally phoned to let me know.,Banana Yoshimoto,Kitchen
"""She died fighting,"" Yuichi said without preamble.",Banana Yoshimoto,Kitchen
It was one o'clock in the morning.,Banana Yoshimoto,Kitchen
I jumped out of bed in the dark at the ring of the telephone and grabbed the receiver.I had no idea what he was talking about.,Banana Yoshimoto,Kitchen
"In my sleepy brain I pictured a scene from a war movie.""Yuichi?",Banana Yoshimoto,Kitchen
What?,Banana Yoshimoto,Kitchen
What are you talking about?,Banana Yoshimoto,Kitchen
"""After a long silence he said, ""My mother .",Banana Yoshimoto,Kitchen
.,Banana Yoshimoto,Kitchen
.,Banana Yoshimoto,Kitchen
"or, uh, father, I should say, was killed.",Banana Yoshimoto,Kitchen
"""I didn't understand; nothing was getting through.",Banana Yoshimoto,Kitchen
I was too stunned to speak.,Banana Yoshimoto,Kitchen
"As if reluctant to talk about it, he began to tell me about Eriko's death, litde by litde.He spoke haltingly, but with each word the tale became more incredible.",Banana Yoshimoto,Kitchen
I stared into space.,Banana Yoshimoto,Kitchen
For a moment the receiver seemed miles away.,Banana Yoshimoto,Kitchen
"""When .",Banana Yoshimoto,Kitchen
.,Banana Yoshimoto,Kitchen
.,Banana Yoshimoto,Kitchen
did it happen?,Banana Yoshimoto,Kitchen
"Recendy?""",Banana Yoshimoto,Kitchen
"I asked, though I had no idea where my own voice was coming from or what I was saying.""No.",Banana Yoshimoto,Kitchen
It was a while back.,Banana Yoshimoto,Kitchen
Her friends at the club gave her a small funeral.,Banana Yoshimoto,Kitchen
I'm sorry.,Banana Yoshimoto,Kitchen
Somehow .,Banana Yoshimoto,Kitchen
.,Banana Yoshimoto,Kitchen
.,Banana Yoshimoto,Kitchen
somehow I just couldn't bring myself to call you.,Banana Yoshimoto,Kitchen
"""I felt like my insides had been gouged out.",Banana Yoshimoto,Kitchen
And now she is no longer here.,Banana Yoshimoto,Kitchen
She isn't anywhere anymore.,Banana Yoshimoto,Kitchen
"""Forgive me, please forgive me,"" Yuichi kept repeating.The telephone wasn't enough.",Banana Yoshimoto,Kitchen
I couldn't see him.,Banana Yoshimoto,Kitchen
"Did he want to cry, did he want to laugh hysterically, did he want to have a long talk, did he want to be left alone?",Banana Yoshimoto,Kitchen
I couldn't tell.,Banana Yoshimoto,Kitchen
"""Yuichi, I'm coming over right now.",Banana Yoshimoto,Kitchen
Is that okay?,Banana Yoshimoto,Kitchen
"I want to talk to you and I want to see your face when I talk to you.""""Sure.",Banana Yoshimoto,Kitchen
"I'll drive you home so you won't have to worry about getting back in the middle of the night.""",Banana Yoshimoto,Kitchen
Of course he had agreed without giving me a clue as to his emotional state.,Banana Yoshimoto,Kitchen
"""See you soon,"" I said, and hung up.When was it that Eriko and I last saw each other?",Banana Yoshimoto,Kitchen
Had we parted laughing?,Banana Yoshimoto,Kitchen
My head was spinning.,Banana Yoshimoto,Kitchen
It was early in the fall when I left the university once and for all and got a job as an assistant in a cooking school.,Banana Yoshimoto,Kitchen
"Was that the last time I had seen her, the day I moved out?",Banana Yoshimoto,Kitchen
"Eriko had cried a little: ""You're still going to be in the neighborhood—you'll come back and see us on weekends, won't you?",Banana Yoshimoto,Kitchen
"""No, no, that wasn't it.",Banana Yoshimoto,Kitchen
"I saw her near the end of last month.Yes, at the all-night minimart.It was the middle of the night, and I couldn't sleep.",Banana Yoshimoto,Kitchen
"I had gone to the store to get a pudding cup, and there was Eriko, just off work, standing in the doorway with the""girls"" from the club, drinking coffee out of paper cups and eating fish balls in broth.",Banana Yoshimoto,Kitchen
"I called out, ""Eriko-san!",Banana Yoshimoto,Kitchen
"""She took my hand and said, ""My goodness, Mikage, you've gotten so thin since you left our house!""",Banana Yoshimoto,Kitchen
She laughed.,Banana Yoshimoto,Kitchen
"She was wearing a blue dress.On my way out with the pudding, I saw her, cup in 46KITCHENhand, her eyes half-closed, watching the city glitter in the darkness.",Banana Yoshimoto,Kitchen
"I said, teasing, ""Eriko, you're looking a little masculine tonight!""",Banana Yoshimoto,Kitchen
"She flashed me a big smile and said,""Poor me!",Banana Yoshimoto,Kitchen
I have a smart-ass for a daughter.,Banana Yoshimoto,Kitchen
"I wonder if she's hitting puberty?""",Banana Yoshimoto,Kitchen
"I answered that I was beyond that, thank you, and all the girls laughed.",Banana Yoshimoto,Kitchen
"She asked me to come and visit soon, and I said I would.",Banana Yoshimoto,Kitchen
We parted smiling.,Banana Yoshimoto,Kitchen
"That was the last time.How long did it take me to put together an overnight bag?I was running around like a chicken with its head cut off.Opening and closing drawers, checking in the bathroom, breaking a vase, mopping it up.",Banana Yoshimoto,Kitchen
I covered the entire apartment several times over in total confusion.,Banana Yoshimoto,Kitchen
I smiled a litde at how typical it was that I should still be empty-handed after all that frenzied activity.,Banana Yoshimoto,Kitchen
"You have to calm down, I thought, and closed my eyes.At last I stuffed a toothbrush and towel into the bag and, after double-checking that the gas was off and the answer-ing machine on, I stumbled out of the apartment.When I regained enough composure to realize where I was, I found I was walking up the wintry street toward the Tanabes' apartment building.",Banana Yoshimoto,Kitchen
"As I walked along under the starry sky, my keys jingling, the tears began to flow one after the other.",Banana Yoshimoto,Kitchen
"The street, my footsteps, the quiet buildings, everything seemed warped.",Banana Yoshimoto,Kitchen
My breath became painfully blocked; I felt like I was choking.,Banana Yoshimoto,Kitchen
"My eyes were stung by the lashing wind, and I began to feel colder and colder.Things that my eyes normally take in—telephone poles, 47street lights, parked cars, the black sky—I could now barely make out.",Banana Yoshimoto,Kitchen
There was a strange beauty to their distortion.Everything came zooming in at me.,Banana Yoshimoto,Kitchen
I felt powerless to stop the energy from rushing out of my body; it seemed to dissipate with a hissing sound into the darkness.When my parents died I was still a child.,Banana Yoshimoto,Kitchen
"When my grandfather died, I had a boyfriend.",Banana Yoshimoto,Kitchen
When my grandmother died I was left all alone.,Banana Yoshimoto,Kitchen
"But never had I felt so alone as I did now.From the bottom of my heart, I wanted to give up; I wanted to give up on living.",Banana Yoshimoto,Kitchen
"There was no denying that tomorrow would come, and the day after tomorrow, and so next week, too.",Banana Yoshimoto,Kitchen
"I never thought it would be this hard, but I would go on living in the midst of a gloomy depres-sion, and that made me feel sick to the depths of my soul.In spite of the tempest raging within me, I walked the night path calmly.I wanted it to end, and quickly, but for now I would go see Yuichi.",Banana Yoshimoto,Kitchen
"Hear everything he had to say, in detail.",Banana Yoshimoto,Kitchen
But what good would that do?,Banana Yoshimoto,Kitchen
What could come of it?,Banana Yoshimoto,Kitchen
It was not a question of hoping for anything.,Banana Yoshimoto,Kitchen
It would mean being flooded with an even more gigantic despair.,Banana Yoshimoto,Kitchen
"Utterly devoid of hope, I rang the doorbell.",Banana Yoshimoto,Kitchen
"In my confusion I had run up the stairs all the way to the tenth floor before I even realized it, and I was panting.I listened to the familiar rhythm of his footsteps approaching the door.",Banana Yoshimoto,Kitchen
"When I was living there I had often gone out and forgotten my key—I don't know how many times I had rung that doorbell in the middle of the night.Yuichi would get out of bed and come to the door, and the KITCHENound of the chain would echo in the silent hallway the Way it did now.""Hi.""",Banana Yoshimoto,Kitchen
A somewhat thinner Yuichi greeted me.,Banana Yoshimoto,Kitchen
"""It's been a long time,"" I said, unable to repress a big smile.",Banana Yoshimoto,Kitchen
In spite of myself I was glad.,Banana Yoshimoto,Kitchen
"In the inner recesses of my heart I was unabashedly happy to see him.He just stood there, gaping.",Banana Yoshimoto,Kitchen
"""May I come in?""",Banana Yoshimoto,Kitchen
"I asked.He smiled weakly and said, as if recovering himself, ""Sure, of course.",Banana Yoshimoto,Kitchen
I was .,Banana Yoshimoto,Kitchen
.,Banana Yoshimoto,Kitchen
.,Banana Yoshimoto,Kitchen
I um .,Banana Yoshimoto,Kitchen
.,Banana Yoshimoto,Kitchen
.,Banana Yoshimoto,Kitchen
I was expecting you to be incredibly mad at me.,Banana Yoshimoto,Kitchen
Sorry.,Banana Yoshimoto,Kitchen
Please come in.,Banana Yoshimoto,Kitchen
"""""How could I be mad?",Banana Yoshimoto,Kitchen
You should know me better than that.,Banana Yoshimoto,Kitchen
"""Yuichi said, ""Right,"" trying to show me his old grin.",Banana Yoshimoto,Kitchen
"I smiled back at him and took off my shoes in the entryway.At first I was strangely ill at ease in this apartment where I had lived until just a litde while ago, and I was seized with nostalgia.",Banana Yoshimoto,Kitchen
But I sank into the sofa and soon became reac-climated to its smells.,Banana Yoshimoto,Kitchen
Yuichi brought me coffee.,Banana Yoshimoto,Kitchen
"""It feels like ages since I've been here.",Banana Yoshimoto,Kitchen
"""""It does, doesn't it?",Banana Yoshimoto,Kitchen
You must have been pretty busy.How's youj^fob?,Banana Yoshimoto,Kitchen
"Is it fun?""",Banana Yoshimoto,Kitchen
asked Yuichi politely.,Banana Yoshimoto,Kitchen
"""Yes, ri^ht now everything I do is fun, you know?",Banana Yoshimoto,Kitchen
Even peeling potatoes.,Banana Yoshimoto,Kitchen
"I'm still in that phase,"" I answered, smiling.",Banana Yoshimoto,Kitchen
"Then, putting down his cup, Yuichi started to talk.",Banana Yoshimoto,Kitchen
"""Tonight, for the first time, my brain started working again, and I realized that I had to tell you.",Banana Yoshimoto,Kitchen
So I called.,Banana Yoshimoto,Kitchen
"""I leaned forward attentively, looking into his eyes.",Banana Yoshimoto,Kitchen
"""Up to the funeral, I couldn't take in what had happened.",Banana Yoshimoto,Kitchen
My mind was blank; in my eyes everything was dark.,Banana Yoshimoto,Kitchen
I'd never lived with anyone but Eriko.,Banana Yoshimoto,Kitchen
"She was my 49mother, my father.",Banana Yoshimoto,Kitchen
"Because she was always just Eriko, I never had to think about it; there were so many things to do every day that I just kept barrelling along without worrying about it.",Banana Yoshimoto,Kitchen
That's how things were.,Banana Yoshimoto,Kitchen
"And then, wow!",Banana Yoshimoto,Kitchen
At the funeral ...,Banana Yoshimoto,Kitchen
"It was so like her, not to die in some normal way.",Banana Yoshimoto,Kitchen
Even the murderer's wife and kids showed up.,Banana Yoshimoto,Kitchen
"The girls from the club went nuts, and had I not behaved in a way befitting an eldest son it would have been complete chaos.",Banana Yoshimoto,Kitchen
You've been on my mind the whole time.,Banana Yoshimoto,Kitchen
That's the truth.,Banana Yoshimoto,Kitchen
All the time.,Banana Yoshimoto,Kitchen
But somehow I just couldn't call you.,Banana Yoshimoto,Kitchen
I was afraid that telling you would make it all real.,Banana Yoshimoto,Kitchen
"I mean, to have my mother, my father, die that way meant I was left all alone.",Banana Yoshimoto,Kitchen
"I couldn't tell you, even though I knew that you two were close.",Banana Yoshimoto,Kitchen
"I was confused, out of my mind.""",Banana Yoshimoto,Kitchen
"Yuichi was staring at the cup in his hand.I looked intently at his face, so beaten down by it all, and this is what came out of my mouth: ""For some reason there's always death around us.",Banana Yoshimoto,Kitchen
"My parents, my grandfather, my grandmother .",Banana Yoshimoto,Kitchen
.,Banana Yoshimoto,Kitchen
.,Banana Yoshimoto,Kitchen
"your real mother, even Eriko.My god—in this gigantic universe there can't be a pair like us.",Banana Yoshimoto,Kitchen
The fact that we're friends is amazing.,Banana Yoshimoto,Kitchen
All this death.,Banana Yoshimoto,Kitchen
.,Banana Yoshimoto,Kitchen
.,Banana Yoshimoto,Kitchen
"all this death.""""Really.""",Banana Yoshimoto,Kitchen
Yuichi smiled.,Banana Yoshimoto,Kitchen
"""Maybe we should go into business.",Banana Yoshimoto,Kitchen
Our clients could pay us to move in with people they want dead.,Banana Yoshimoto,Kitchen
We'll call ourselves destruction workers.,Banana Yoshimoto,Kitchen
"""His sadly cheerful face radiated a dim glow.",Banana Yoshimoto,Kitchen
We moved deeper into the dead of night.,Banana Yoshimoto,Kitchen
I turned around to look out the window at the flickering lights below.,Banana Yoshimoto,Kitchen
"The city was fringed with tiny points of brightness, and the lines of cars KITCHENwere like a phosphorescent river flowing through the darkness.",Banana Yoshimoto,Kitchen
"rfMH""So I've become an orphan,"" said Yuichi.",Banana Yoshimoto,Kitchen
"""That goes double for me.",Banana Yoshimoto,Kitchen
"Not that I'm bragging about it,"" I said, laughing, and suddenly tears began to stream down Yuichi's cheeks.",Banana Yoshimoto,Kitchen
"""I really needed you to make me laugh,"" he said, rubbing his eyes with his arm, ""so much I couldn't stand it anymore.",Banana Yoshimoto,Kitchen
"""I reached out and took his face in both hands.",Banana Yoshimoto,Kitchen
"""Thank you for calling me,"" I said softly.We decided that I should have Eriko's favorite red sweater.I recalled the evening when I had tried it on, and she had said, ""God, how it pains me!",Banana Yoshimoto,Kitchen
"Expensive as it was, it looks much better on you.",Banana Yoshimoto,Kitchen
"""Then Yuichi went to Eriko's dresser drawer and pulled out her amazingly lengthy ""will.""",Banana Yoshimoto,Kitchen
"After handing it to me, he bid me goodnight and went to his room.",Banana Yoshimoto,Kitchen
"I read: Yuichi,I feel very odd writing a letter to my own child.But because lately I've been feeling that somehow I might be in danger, I'm writing you this on the one chance in a million that something might happen to me.",Banana Yoshimoto,Kitchen
"No, just kidding.",Banana Yoshimoto,Kitchen
"One of these days we'll read this together and laugh.Yuichi, think about what I'm about to say.",Banana Yoshimoto,Kitchen
"If I should die, you will be left all alone.",Banana Yoshimoto,Kitchen
"But you have Mikage, don't you?",Banana Yoshimoto,Kitchen
I'm not joking about that girl.We have no relatives.,Banana Yoshimoto,Kitchen
"When I married your mother, her parents cut off relations entirely.",Banana Yoshimoto,Kitchen
"And then, when I became a woman, they cursed me.",Banana Yoshimoto,Kitchen
"So I'm asking you, DON'T, whatever you do, DO NOT contact them, ever.",Banana Yoshimoto,Kitchen
"Do you understand me?Yes, Yuichi, in this world there are all kinds of people.",Banana Yoshimoto,Kitchen
There are people who choose to live their lives in filth; this is hard for me to understand.,Banana Yoshimoto,Kitchen
"People who purposely do abhorrent things, just for the attention it draws to them, until they themselves are trapped.",Banana Yoshimoto,Kitchen
"I cannot understand it, and no matter how much they suffer I cannot feel pity for them.",Banana Yoshimoto,Kitchen
But I have cheerfully chosen to make my body my fortune.I am beautiful!,Banana Yoshimoto,Kitchen
"I am dazzlingl If people I don't care for are attracted to me, I accept it as the wages of beauty.So, if I should be killed, it will be an accident.",Banana Yoshimoto,Kitchen
Don't get any strange ideas.,Banana Yoshimoto,Kitchen
"Believe in the me that you knew.Just this once I wanted to write using men's language, and I've really tried.",Banana Yoshimoto,Kitchen
But it's funny—I get embarrassed and the pen won't go.,Banana Yoshimoto,Kitchen
"I guess I thought that even though I've lived all these years as a woman, somewhere inside me was my male self, that I've been playing a role all these years.",Banana Yoshimoto,Kitchen
But I find that I'm body and soul a woman.,Banana Yoshimoto,Kitchen
A mother in name and in fact.,Banana Yoshimoto,Kitchen
I have to laugh.I have loved my life.,Banana Yoshimoto,Kitchen
"My years as a man, my years married to your mother, and after she died, becoming KITCHENand living as a woman, watching you grow up, living together so happily, and—oh!",Banana Yoshimoto,Kitchen
taking Mikage in!,Banana Yoshimoto,Kitchen
"!That was the most fun of all, wasn't it?",Banana Yoshimoto,Kitchen
I yearn to see her again.,Banana Yoshimoto,Kitchen
"She, too, is a very precious child of mine.Sentimental of me, isn't it?Please tell her I said hi.",Banana Yoshimoto,Kitchen
And tell her to stop bleach-ing the hair on her legs in front of boys.,Banana Yoshimoto,Kitchen
It's indecent.Don't you think so?You'll find enclosed the papers detailing all my assets.,Banana Yoshimoto,Kitchen
I know you can't make heads or tails of all that legalese.,Banana Yoshimoto,Kitchen
"Call the lawyer, okay?",Banana Yoshimoto,Kitchen
"In any case, I've left everything to you except the club.",Banana Yoshimoto,Kitchen
Isn't it great being an only child?XXXErikoWhen I finished reading I carefully refolded the letter.,Banana Yoshimoto,Kitchen
The smell of Eriko's favorite perfume tugged at my heart.,Banana Yoshimoto,Kitchen
"This, too, will disappear after the letter is opened a few more times, I thought.",Banana Yoshimoto,Kitchen
"That was hardest of all.I stretched out on the sofa that had been my bed when I lived here, feeling a nostalgia so sharp it was painful.Night was just as it had been—here I was in the same room, the silhouettes of the plants in front of the terrace window looking down over the city.Still, no matter how late I waited up, she would not come back.Just before dawn: the sound of humming and high-heeled shoes drawing nearer, the key in the door.",Banana Yoshimoto,Kitchen
"After the 53club closed she would come home a little tipsy, and because she made a lot of noise, I would wake up, sleepy-eyed.",Banana Yoshimoto,Kitchen
"When I heard the sound of the shower, the sound of her slippers, the sound of water boiling, I would go back to sleep, feeling at peace.",Banana Yoshimoto,Kitchen
It was always like that.,Banana Yoshimoto,Kitchen
How I missed her!,Banana Yoshimoto,Kitchen
"So much I thought I'd go mad.I wondered if I'd woken Yuichi with my crying—or was he in the throes of a heavy, painful dream?A door opened before us that night—the door to the grave.The next day both of us slept into the afternoon.",Banana Yoshimoto,Kitchen
I had the day off and was nibbling bread and lazily looking through the newspaper when Yuichi came out of his room.,Banana Yoshimoto,Kitchen
"After washing his face, he sat down beside me and poured himself a glass of milk.",Banana Yoshimoto,Kitchen
"""I guess I'll go to class now.",Banana Yoshimoto,Kitchen
.,Banana Yoshimoto,Kitchen
.,Banana Yoshimoto,Kitchen
.,Banana Yoshimoto,Kitchen
"""""My, you students have a cushy life, don't you?""",Banana Yoshimoto,Kitchen
I broke my bread in half for him.,Banana Yoshimoto,Kitchen
"""Thanks,"" he said, taking it and eating it noisily.",Banana Yoshimoto,Kitchen
"I had the strange sensation, while we were sitting in front of the TV, that we really were orphans.",Banana Yoshimoto,Kitchen
"""Mikage,"" he said, getting up, ""are you going back to your house tonight?",Banana Yoshimoto,Kitchen
"""""Hmm ..."" I thought about it.",Banana Yoshimoto,Kitchen
"""I wonder if I should go home after dinner.",Banana Yoshimoto,Kitchen
.,Banana Yoshimoto,Kitchen
.,Banana Yoshimoto,Kitchen
.,Banana Yoshimoto,Kitchen
"""""Ah!""",Banana Yoshimoto,Kitchen
"said Yuichi, ""make me a professional dinner!",Banana Yoshimoto,Kitchen
"""That gave me a terrific idea, and I got serious.",Banana Yoshimoto,Kitchen
"""All right, then, let's get to work.",Banana Yoshimoto,Kitchen
We'll make a dinner to end all dinners.,Banana Yoshimoto,Kitchen
"""I enthusiastically planned a magnificent feast, wrote 54KITCHENdown everything we needed, and thrust the paper at him.",Banana Yoshimoto,Kitchen
"""Take the car.",Banana Yoshimoto,Kitchen
Buy everything on this list and bring it back.,Banana Yoshimoto,Kitchen
"I'm going to make all your favorite foods, so I hope you'll be quick about it, since the sooner you get back, the sooner you'll be digging in.",Banana Yoshimoto,Kitchen
"""""Ordering me around like a new bride,"" he grumbled on his way out.I heard the door close, and when I was alone I realized I was dead tired.",Banana Yoshimoto,Kitchen
"The room was so unearthly quiet, I lost all sense of time being divided into seconds.",Banana Yoshimoto,Kitchen
I felt that I was the only person alive and moving in a world brought to a stop.Houses always feel like that after someone has died.I sank into the sofa and stared blankly at the melancholy early-winter gray outside the large window.,Banana Yoshimoto,Kitchen
"The heavy, cold air of winter permeated every part of this little neighborhood—the park, the walkways—like a fog.",Banana Yoshimoto,Kitchen
I couldn't bear it.,Banana Yoshimoto,Kitchen
"It oppressed me, and I felt like I couldn't breathe.Truly great people emit a light that warms the hearts of those around them.",Banana Yoshimoto,Kitchen
"When that light has been put out, a heavy shadow of despair descends.",Banana Yoshimoto,Kitchen
"Perhaps Eriko's was only a minor kind of greatness, but her light was sorely missed.I flopped down on my back and looked up at the dear, familiar ceiling.",Banana Yoshimoto,Kitchen
"Right after my grandmother died, I had stared at this same ceiling many an afternoon while Yuichi and Eriko were out.",Banana Yoshimoto,Kitchen
"I remember thinking to myself, my grandmother is dead, I've lost my last blood relation, and things can't get any worse.",Banana Yoshimoto,Kitchen
But now they had.,Banana Yoshimoto,Kitchen
Eriko been enormously important to me.,Banana Yoshimoto,Kitchen
"In the six montl spent together she had always been there for me; she spoiled me.To the extent that I had come to understand that despair does not necessarily result in annihilation, that one can go on as usual in spite of it, I had become hardened.Was that what it means to be an adult, to live with ugly ambiguities?",Banana Yoshimoto,Kitchen
"I didn't like it, but it made it easier to go on.",Banana Yoshimoto,Kitchen
My heart was so heavy now because of just that.,Banana Yoshimoto,Kitchen
I watched the gloomy clouds and the orange of the sunset spreading across them in the western sky.,Banana Yoshimoto,Kitchen
Soon the cold night would descend and fill the hollow in my heart.,Banana Yoshimoto,Kitchen
"I felt sleepy but said to myself, if you sleep now, you'll have bad dreams.",Banana Yoshimoto,Kitchen
So I got up.After a long absence I was once again in the Tanabe kitchen.,Banana Yoshimoto,Kitchen
"For an instant I had a vision of Eriko's smiling face, and my heart turned over.",Banana Yoshimoto,Kitchen
I felt an urge to get moving.,Banana Yoshimoto,Kitchen
It looked to me like the kitchen had not been used in quite a while.,Banana Yoshimoto,Kitchen
It was somewhat dirty and dark.,Banana Yoshimoto,Kitchen
I began to clean.,Banana Yoshimoto,Kitchen
"I scrubbed the sink with scouring pow-der, wiped off the burners, washed the dishes, sharpened the knives.",Banana Yoshimoto,Kitchen
"I washed and bleached all the dish towels, and while watching them go round and round in the dryer I realized that I had become calmer.",Banana Yoshimoto,Kitchen
Why do I love everything that has to do with kitchens so much?It's strange.,Banana Yoshimoto,Kitchen
Perhaps because to me a kitchen represents some distant longing engraved on my soul.,Banana Yoshimoto,Kitchen
"As I stood there, I seemed to be making a new start; something was coming back.KITCHEN* • •That summer I had taught myself to cook.",Banana Yoshimoto,Kitchen
The sensation that my brain cells were multiplying was exhilarating.,Banana Yoshimoto,Kitchen
"I bought three books on cooking— funda-mentals, theory, and practice— and went through them one by one.",Banana Yoshimoto,Kitchen
"On the bus, in bed, on the sofa, I read the one on theory, memorizing caloric content, temperatures, and raw ingredients.",Banana Yoshimoto,Kitchen
Every spare minute I cooked.,Banana Yoshimoto,Kitchen
"Those three books grew tattered with use, and even now I always have them near at hand.",Banana Yoshimoto,Kitchen
