text,author,book
"No cracks or other damage, so it must have been a success, too.",Kobo Abe,The Ark Sakura
What is it?,Kobo Abe,The Ark Sakura
Single-loading?,Kobo Abe,The Ark Sakura
Semiauto?,Kobo Abe,The Ark Sakura
Don’t tell me it’s an automatic.”“Pull out the magazine and have a look.,Kobo Abe,The Ark Sakura
"Toy bullets.”“Give up,” he said.",Kobo Abe,The Ark Sakura
"“So you stuck in a couple of blanks for camouflage, and for warning shots.",Kobo Abe,The Ark Sakura
Very smart.,Kobo Abe,The Ark Sakura
"But I have news for you—back in your cabin, around that machine, there were metal shavings on the floor.",Kobo Abe,The Ark Sakura
Right?,Kobo Abe,The Ark Sakura
"As I said, I didn’t sign up for the SDF for nothing.",Kobo Abe,The Ark Sakura
I always liked guns.,Kobo Abe,The Ark Sakura
I knew right away what you’d been up to.”Further protest seemed futile.,Kobo Abe,The Ark Sakura
"The third shot, and all the rest, were in fact real cartridges, albeit homemade.",Kobo Abe,The Ark Sakura
"“You know your way around guns, all right,” I commented.“Want me to check them out for you?”I was tempted to take him up on the offer.",Kobo Abe,The Ark Sakura
"I had test-fired each one five times with no problems, but I was still uncertain as to how they might hold up in a shoot-out.“You don’t think much of my arsenal, though, do you?”“I’m only saying it won’t serve the purpose.",Kobo Abe,The Ark Sakura
It’s certainly interesting.,Kobo Abe,The Ark Sakura
"This looks like some special steel, though; about all you can do is reinforce it and make up the difference by adjusting the amount of gunpowder.”“I can’t do it!” the girl cried.",Kobo Abe,The Ark Sakura
"She was sitting on a forty-four-pound keg of active carbon, both feet braced on the crossbow, unable to fit the bowstring into place.",Kobo Abe,The Ark Sakura
"“Not enough strength in my back, I guess.”“I don’t think you can do it bare-handed,” I said.“Afterwards I’ll lend you my leather driving gloves.” I fixed it for her, and grabbing five arrows, she ran up the tunnel stairs.“Look at her go.",Kobo Abe,The Ark Sakura
You can’t stop her.”“She’s charming.,Kobo Abe,The Ark Sakura
"Makes me feel like getting out my camera for the first time in a long while.”“Weapons have a way of changing people.”The insect dealer pulled the trigger on the Uzi, replaced the cocking lever, and held the weapon in his arms.",Kobo Abe,The Ark Sakura
"“Captain,” he said, “are you sure you aren’t a misanthrope at heart?",Kobo Abe,The Ark Sakura
You’re too exclusivist.”Suddenly there was a shout from the work hold.,Kobo Abe,The Ark Sakura
"It was the girl.“Come on out or I’ll shoot!” Perhaps because the high tones were absorbed by the moist, uneven surface of the stone walls, her voice sounded lower than usual; that in turn might have explained the note of urgency in her voice, which seemed to preclude the possibility of a joke.",Kobo Abe,The Ark Sakura
There was a muffled response.The insect dealer and I raced neck and neck up the stairs.We arrived on the scene just as she was relaxing and lowering the crossbow from her shoulder.,Kobo Abe,The Ark Sakura
The shill was climbing down from the hole in the ceiling.,Kobo Abe,The Ark Sakura
He appeared nimble and surefooted.,Kobo Abe,The Ark Sakura
He turned his head and looked at us with a provocative smile.12EVERYBODY’S GOT A FEWSCARS ON THE SHINWe all knew this was not a propitious moment for sounding one another out.,Kobo Abe,The Ark Sakura
"Round one, a time of mutual sizing up, was over, and now we were about to enter on the decisive round two.",Kobo Abe,The Ark Sakura
"The important thing now was to control your breathing, and try to anticipate the others’ moves.",Kobo Abe,The Ark Sakura
"Everyone seemed to feel the same way; and so until the beer was opened we observed a careful truce, keeping the sensitive matter of the shill’s expedition firmly off limits.Supper was instant Chinese noodles topped with chopped green onion, a couple of ham slices, and an egg.",Kobo Abe,The Ark Sakura
"To go with the beer, I opened, as promised, a can of sardines.",Kobo Abe,The Ark Sakura
"I could have come up with a fancier menu if I’d wanted, but it didn’t seem necessary.Besides the noodles, we lugged five cans of beer per person up to the bridge.",Kobo Abe,The Ark Sakura
"I sat in the chair by the stairs, the insect dealer sat on the parapet, and the shill and the girl sat at either end of the chaise longue; this had the drawback of being so low that their chins barely reached the tabletop, but it had the compensating advantage of greater comfort.The insect dealer downed his first beer in one gulp.",Kobo Abe,The Ark Sakura
"The shill, having taken charge of the crate of beer, promptly tossed him another, over the table, and then picked up the loaded crossbow from the girl’s feet.“Komono,” he said, “mind setting your empty can over there?",Kobo Abe,The Ark Sakura
I want to try a little target practice.,Kobo Abe,The Ark Sakura
"Let’s see, now, where’s the safety catch on this?”The girl put her chin on the shill’s shoulder and removed the pin at the base of the trigger for him.",Kobo Abe,The Ark Sakura
"Even assuming there was something between them, her manner was far too intimate for so public a setting.",Kobo Abe,The Ark Sakura
"Was she a born flirt, or just an innocent?",Kobo Abe,The Ark Sakura
"Dogs that fawn on everyone appeal only to children.“Knock it off, you two.” Even as he set up the can on one end of the parapet in compliance with the shill’s request, the insect dealer spoke in a disgusted tone of voice.",Kobo Abe,The Ark Sakura
"“Hurry up and eat, or your noodles will get cold.”The shill pulled the trigger.",Kobo Abe,The Ark Sakura
"The can appeared to sway slightly, but he had missed.",Kobo Abe,The Ark Sakura
In the distance we heard the arrow ricochet.“Some marksman!” The girl laughed and stole a glance at me.,Kobo Abe,The Ark Sakura
"“Why, I could hit a pack of cigarettes straight on, bang.” The shill buried his face in the large bowl of noodles, slurped up a mouthful, and then muttered, mouth full, “Rats!",Kobo Abe,The Ark Sakura
"If only I’d had something like this before, I’d never have let that little bastard get away.”“What was it, a rat?” asked the girl innocently.“We’ve made our toasts,” said the shill, “so shall we move on to the business at hand?” He wiped his mouth and stared straight at me.",Kobo Abe,The Ark Sakura
End of truce.,Kobo Abe,The Ark Sakura
"“Let’s have it, Captain—who the hell was that guy?”In my stomach, the beer and noodles formed a lump of sticky tar.",Kobo Abe,The Ark Sakura
What had he seen?,Kobo Abe,The Ark Sakura
"What was he trying to say?“What do you mean, who?",Kobo Abe,The Ark Sakura
There isn’t anybody else.,Kobo Abe,The Ark Sakura
"How could there be?”“Don’t try to play games with me.”“You must have imagined it.”“Hold on a minute, please,” said the insect dealer, and washed down a mouthful of sardines with a swig of beer.",Kobo Abe,The Ark Sakura
"“As the captain’s adviser, naturally I’m on his side—but in any case, I think we’d better get the facts straight.” He turned to the shill and said, “Now, Mr. President, tell me the truth.",Kobo Abe,The Ark Sakura
You had on that miner’s light before you even left here; are you sure you weren’t planning on doing a little exploring all along?,Kobo Abe,The Ark Sakura
"If people think you’re bullshitting them about having seen some suspicious character, how can you blame them?”“Very observant, Komono—I’ve got to hand it to you.” The shill opened a second can of beer and flashed a friendly smile.",Kobo Abe,The Ark Sakura
"“All right, it’s true that I thought I’d take a little walk after I finished using the john.",Kobo Abe,The Ark Sakura
"But that doesn’t make me crazy enough to go so far for no reason.”“I’m still suspicious.” The girl raised her head from the bowl, a noodle trailing down from her mouth; she sucked it in with almost invisible speed and went on: “Then why didn’t you call for help?",Kobo Abe,The Ark Sakura
"If you trusted the captain, that’s what you should have done.”“You keep out of it.",Kobo Abe,The Ark Sakura
And I don’t trust the captain.” He thrust out his arm in my direction and snapped his fingers with conviction.,Kobo Abe,The Ark Sakura
"The thought crossed my mind that his story might possibly be true.“What kind of a guy was he, then?” I asked.",Kobo Abe,The Ark Sakura
"“When you first laid eyes on him, where was he and what was he doing?”“Then you admit he exists,” he said arrogantly, kicking the floor.",Kobo Abe,The Ark Sakura
“Who is he?,Kobo Abe,The Ark Sakura
"Why are you hiding him?”“I’m not hiding anyone!”“You asked me what he was like, didn’t you?",Kobo Abe,The Ark Sakura
That shows you know something.”“Don’t get so excited.” The insect dealer reached across the table and took his third beer from the girl.,Kobo Abe,The Ark Sakura
Purple spots were starting to show on his forehead and cheeks; he probably had low resistance to alcohol.,Kobo Abe,The Ark Sakura
“What we need now is a lie detector.,Kobo Abe,The Ark Sakura
"But think about it; even if you have an obligation to tell the truth, the captain here doesn’t.",Kobo Abe,The Ark Sakura
"You two were never invited on board, after all—you’re a couple of crashers.”“The hell you say.” He sprayed us with saliva.",Kobo Abe,The Ark Sakura
“I thought I made it clear—I can’t sleep without my pillow.,Kobo Abe,The Ark Sakura
He’s the one who’s forcing me to stay against my will.”“That’s a bit strong.,Kobo Abe,The Ark Sakura
"Don’t forget, legally he’s not a certified ship’s captain.” The insect dealer tapped the area above his stomach and emitted a loud belch.",Kobo Abe,The Ark Sakura
"“In other words, he can call himself captain all he likes, but without the consent of the crew, it doesn’t mean a thing.”“In that case, we settle it by force—”“Or by an election.",Kobo Abe,The Ark Sakura
"I don’t approve of violence.”“I know!” The girl’s voice was bright, as if she’d made a great discovery.",Kobo Abe,The Ark Sakura
“All he has to do is pay us a salary.,Kobo Abe,The Ark Sakura
"People always follow the orders of whoever’s paying their wages.”“You may be onto something there,” said the insect dealer slowly, staring at her as if appraising collateral.",Kobo Abe,The Ark Sakura
"“The captain may be well off, at that.",Kobo Abe,The Ark Sakura
He’s poured a lot of money into fixing up this place.,Kobo Abe,The Ark Sakura
"But his photography business doesn’t amount to anything, and he doesn’t seem to have any other means of employment .",Kobo Abe,The Ark Sakura
.,Kobo Abe,The Ark Sakura
".so who knows, maybe he’s a man of independent means, who made his fortune by selling off some piece of land or other.",Kobo Abe,The Ark Sakura
Maybe that fishermen’s inn outside under the highway was really registered in his name.”“Aha.,Kobo Abe,The Ark Sakura
"If that’s true, that changes everything.” The shill sank back in the chaise longue, setting down the crossbow and lowering his eyes.",Kobo Abe,The Ark Sakura
"“Then we naturally have certain obligations to fulfill, and the captain has certain rights.",Kobo Abe,The Ark Sakura
Maybe I misunderstood the whole situation.,Kobo Abe,The Ark Sakura
How could I help it?,Kobo Abe,The Ark Sakura
"Back at the department store rooftop you made it seem as if the ticket and key were for sale.”“That’s right,” the girl said, nodding.“But you two didn’t pay!” The insect dealer shook his big round head slowly, with a triumphant smile.“Did he?” Suspicious, the girl turned to me.He answered her question himself.",Kobo Abe,The Ark Sakura
"“I’ll say I did—to the tune of six hundred thousand yen.”Swept along by his tone of conviction, I could hardly demur.It was true enough that with eupcaccias going at twenty thousand yen a head, and thirty of them in the suitcase, his figure had some basis in reality.“Something’s funny.” The shill was not to be put off.",Kobo Abe,The Ark Sakura
"“You’ve been letting on that you’re a paid crew member, but this means you’re no such thing.",Kobo Abe,The Ark Sakura
"You’re a paying passenger.”“What, for a paltry six hundred thousand yen?",Kobo Abe,The Ark Sakura
"Even for a screening test to permit me to come aboard it’d be a real bargain.I’m really grateful, let me tell you.",Kobo Abe,The Ark Sakura
You should be too—especially considering that neither of you has paid for your ticket yet.,Kobo Abe,The Ark Sakura
"When you figure it all out, it’s as if you’d each been paid a handsome sum already.",Kobo Abe,The Ark Sakura
Let’s have no more complaints.” The shill and the girl seemed completely taken in.,Kobo Abe,The Ark Sakura
You had to give the man credit for being a smooth talker.,Kobo Abe,The Ark Sakura
"I began to understand why he had asked for carte blanche in dealing with the shill.After a pause while he drained his third beer, he continued:“Well, as far as I can see, everybody’s had their say, and nobody’s come out the winner.",Kobo Abe,The Ark Sakura
"There don’t seem to be any real victims among us, either.",Kobo Abe,The Ark Sakura
All we need now is some guarantee of mutual trust.,Kobo Abe,The Ark Sakura
"Mere verbal agreements aren’t enough, and real intimacy—the kind where you look right up each other’s behinds—takes too long.",Kobo Abe,The Ark Sakura
"In the old days, people exchanged hostages as a kind of mutual check.",Kobo Abe,The Ark Sakura
So I have an idea.,Kobo Abe,The Ark Sakura
What if we all show each other a few old scars?,Kobo Abe,The Ark Sakura
Everybody’s got something he’d just as soon people never got wind of—a tail he doesn’t want grabbed.,Kobo Abe,The Ark Sakura
"Why don’t we all bring ours into the open, right now?",Kobo Abe,The Ark Sakura
Then nobody would feel tempted to do anything nasty like running to the police.”“How do we know the other guy isn’t making it up?” asked the shill.,Kobo Abe,The Ark Sakura
"“How about you, Komono—can a guy like you bring yourself to be that honest?”“You don’t understand.",Kobo Abe,The Ark Sakura
"Anybody can invent a story that makes him look good, but it’s next to impossible to invent weaknesses for yourself.” He half shut his eyes and licked his lips, serenely confident.",Kobo Abe,The Ark Sakura
"“If you think you can do it, try.”“You might be right,” said the girl, opening her second beer.“When I’m borrowing money, I can think of things, all right.",Kobo Abe,The Ark Sakura
.,Kobo Abe,The Ark Sakura
.,Kobo Abe,The Ark Sakura
".” Grudgingly, the shill opened his third beer.The insect dealer gave a couple of dry coughs and went on.“Captain,” he said, “would you mind setting up a tape recorder?It’s a peculiar thing, but for some reason people can’t lie when a microphone is staring them in the face.",Kobo Abe,The Ark Sakura
"Besides, later the tape could serve as material evidence.",Kobo Abe,The Ark Sakura
"You’re excused, of course; this ship itself is your weak spot.",Kobo Abe,The Ark Sakura
"Let’s flip a coin to see who goes first, shall we?”Nobody objected.",Kobo Abe,The Ark Sakura
"First the girl won, then the shill.“Okay, turn on the tape, recorder.” The insect dealer started his confession.",Kobo Abe,The Ark Sakura
“My basic reason for joining the SDF was that I liked uniforms and guns.,Kobo Abe,The Ark Sakura
"I was disappointed right from the start.From the time I was a kid, I was no good at fitting into groups, see, so I hoped I could straighten myself out with that uniform—but it got to be too idiotic.",Kobo Abe,The Ark Sakura
I decided I’d have been better off becoming a priest.,Kobo Abe,The Ark Sakura
Finally I got so fed up with it all that I took to stealing pistols and selling them to yakuza on the black market.,Kobo Abe,The Ark Sakura
"As to who my smuggling partner was, you’ll probably be hearing soon enough from the horse’s mouth.",Kobo Abe,The Ark Sakura
.,Kobo Abe,The Ark Sakura
.,Kobo Abe,The Ark Sakura
".” He glanced at the shill, who reached out and covered the mike with his hand.“Hey, no fair.” His speech was slurred; apparently he was the kind whose liquor didn’t show in his face.",Kobo Abe,The Ark Sakura
"“Everybody’s got the right to decide for themselves what to tell about, right?",Kobo Abe,The Ark Sakura
"Besides, the statute of limitations ran out on that ages ago.”“Okay, we’ll write that one off.",Kobo Abe,The Ark Sakura
"Take your hand away.Anyway, three times it went off without a hitch, but the fourth time I blew it.",Kobo Abe,The Ark Sakura
"They had a room displaying small arms from around the world, including a Belgian gun called an M.W.Vaughn.",Kobo Abe,The Ark Sakura
Ever hear of it?,Kobo Abe,The Ark Sakura
"It’s one helluva gun—functions like a machine gun, and it’s no bigger than a pistol.",Kobo Abe,The Ark Sakura
Its only flaw is the price tag.,Kobo Abe,The Ark Sakura
"So what was I supposed to do, just stand there with my tongue hanging out?",Kobo Abe,The Ark Sakura
"My grades were high, so I was able to get a special study pass.",Kobo Abe,The Ark Sakura
"The room had nearly a thousand guns on display, and right in the doorway was a computer-controlled surveillance apparatus.",Kobo Abe,The Ark Sakura
The system was surprisingly lax.,Kobo Abe,The Ark Sakura
"When you went in you inserted your pass in the apparatus, which recorded your name and weight, and then when you went out you put your pass in again.",Kobo Abe,The Ark Sakura
"It was set up so if your weight showed a discrepancy of ten ounces or more, the door would lock and an alarm would sound.",Kobo Abe,The Ark Sakura
"So how do you think I did it?”“You must have taken it apart and carried it out piece by piece,” said the girl, stating the obvious.“Of course.",Kobo Abe,The Ark Sakura
"Piece by piece, starting in the middle, till finally only the gun barrel was left.",Kobo Abe,The Ark Sakura
That alone weighed almost two pounds.”“I’ve got it.” This was the sort of problem I liked.,Kobo Abe,The Ark Sakura
"I thought I could give a better answer than she had, anyway.",Kobo Abe,The Ark Sakura
"“All you’d have to do is carry in something that weighed a little over a pound, and leave it there.”“Too lacking in originality.” He disposed of my idea like that.“They’d already anticipated that little tactic.",Kobo Abe,The Ark Sakura
"When you got up to go, you pushed a switch to signal you were through, and if at that time the weight for the area around the desk in a three-foot radius wasn’t zero, a red light flashed.",Kobo Abe,The Ark Sakura
"Even the wastepaper basket sounded an alarm if you put in anything weighing more than two ounces.”“Hmm, that makes it tough.” The shill was staring into space, tracing squares in his lap.“Don’t keep us guessing.” The girl crossed her legs on the chaise longue, slipping off her low-heeled sandals and throwing them on the floor.“There was one blind spot.” Bobbing his head up and down, lips pursed in triumph, he went on: “What do you think it was?The drinking fountain.",Kobo Abe,The Ark Sakura
"After setting everything up so carefully, they went and installed a drinking fountain.",Kobo Abe,The Ark Sakura
"That set me thinking, and finally it hit me.",Kobo Abe,The Ark Sakura
Are you ready?,Kobo Abe,The Ark Sakura
"I brought in three cups’ worth of water in a plastic bag and dumped it down the drinking fountain.”Silence, as everyone absorbed this.“And you failed anyway?” The girl’s voice was hushed.“Hell, no.",Kobo Abe,The Ark Sakura
"I made clean off with it.”“But wasn’t that why they threw you out?”“Oh, my luck ran out.",Kobo Abe,The Ark Sakura
"I had all the parts sewn up in my pillow, nice and cozy, and then those bastards go and conduct a metal-detector test right in the barracks, of all places.",Kobo Abe,The Ark Sakura
There was no way out.,Kobo Abe,The Ark Sakura
"Hiding loot is always harder than lifting it.”“That may be a tail,” said the shill, “but if you ask me, it’s like a lizard’s tail that’s already broken off—not worth a damn.” He sprawled back against the armrest of the chaise longue, and slurped the rest of his beer.",Kobo Abe,The Ark Sakura
"“Once you were discharged, the charges were dropped, weren’t they?”“The hell they were.",Kobo Abe,The Ark Sakura
"I’ll have you know I’m on the wanted list right now; I skipped out before they could make me stand trial.All right, now it’s your turn.",Kobo Abe,The Ark Sakura
"Let’s have it straight, please.” The shill looked wordlessly from me to the insect dealer and back again.",Kobo Abe,The Ark Sakura
"He sniffed, and looked at the girl.",Kobo Abe,The Ark Sakura
"Then, as if resigned, he took a sheaf of cards out of his hip pocket and said, “Take a look.",Kobo Abe,The Ark Sakura
"Why the dickens they do it I don’t know, but they all issue these cards, like bank cash cards.",Kobo Abe,The Ark Sakura
"Twenty-six of them I’ve got, and all from different loan companies.”“It’s so they can exchange data among themselves, using computers.”“Counting the ones without cards, it comes to over thirty companies.",Kobo Abe,The Ark Sakura
I’ve borrowed a grand total of seventy million yen.,Kobo Abe,The Ark Sakura
"I used to be a collector for loan sharks myself, so I know all the angles.",Kobo Abe,The Ark Sakura
I’m notorious.,Kobo Abe,The Ark Sakura
"Almost every one of their offices has my picture on the wall, marked ‘Wanted.’ ”“So that’s why you were in disguise.” I felt relieved, as one of my unspoken questions about him was answered.“I understand there are hit men out looking for me full time.I’ll bet the reward is pretty high, too.” He paused.",Kobo Abe,The Ark Sakura
“That’s all.,Kobo Abe,The Ark Sakura
"You can turn off the tape recorder.”“Hmm,” said the insect dealer.",Kobo Abe,The Ark Sakura
"“Not bad, not bad.",Kobo Abe,The Ark Sakura
"Yes, I’d say that qualifies you to come on board.” He pushed the pause button and said, “Captain, you’d better confiscate those cards as material evidence.”“Oh, no you don’t.” That familiar sleight of hand.",Kobo Abe,The Ark Sakura
The cards were gone before my outstretched hand could reach them.,Kobo Abe,The Ark Sakura
"“The tape’s enough, isn’t it?”“Well, all right, if that’s the way you want it.",Kobo Abe,The Ark Sakura
"Then shall we proceed?” The insect dealer made a circle with the fingers of one hand, and peered through it at the girl.“No, I can’t.” Her face stiffened, as if coated with starch.“Why not?”“It’s too embarrassing.”“Of course it’s embarrassing.",Kobo Abe,The Ark Sakura
"Otherwise it wouldn’t be worth anything, would it?",Kobo Abe,The Ark Sakura
"Come on now, don’t hold back.” Suddenly the effects of all the beer I had drunk began to tell on me.",Kobo Abe,The Ark Sakura
"Filled with a mixture of revulsion and anticipation, I could not look squarely at her.",Kobo Abe,The Ark Sakura
"My pulse was pumping like a treadle under my ears.“I don’t mean that,” she said.",Kobo Abe,The Ark Sakura
"“I mean it’s embarrassing because I haven’t got anything to tell.”“Look, why don’t you let her off the hook?” It was the shill, coming to her support for once.",Kobo Abe,The Ark Sakura
Was there some secret between them he didn’t want her to divulge?,Kobo Abe,The Ark Sakura
"“There’s no way she could get out of here on her own, anyway.”“Why not?”“Because one of the loan collectors who’s after me wants her as security.",Kobo Abe,The Ark Sakura
Let’s get back to where we were.,Kobo Abe,The Ark Sakura
"We’ve all shown our tails now, and we’re all on an equal footing.",Kobo Abe,The Ark Sakura
"You can be honest with me, Captain, so tell me, what’s going on?",Kobo Abe,The Ark Sakura
Who is that character I was chasing before?”The insect dealer resettled himself on the parapet and began to rock backward and forward; apparently the beer had dulled his fear of heights.,Kobo Abe,The Ark Sakura
"The girl, still sitting cross-legged, stretched out her arms, her clasped hands turned palm out.",Kobo Abe,The Ark Sakura
Her too-short skirt was like a rope around my neck.,Kobo Abe,The Ark Sakura
The gazes of all three of them seemed to grab me by the lapels and shake me without mercy.“I truly do not know.,Kobo Abe,The Ark Sakura
"Until I heard you tell about him, I had no idea—the whole idea was frightening.",Kobo Abe,The Ark Sakura
"But the more I think about it, the more it explains.",Kobo Abe,The Ark Sakura
"You see, I was blaming it all on rats.Would you mind telling me in detail what you saw?”“You first.",Kobo Abe,The Ark Sakura
"I’m not going to have you changing your story to fit mine.”“Relax, will you?” The insect dealer changed his forward-and-back motion to a right-and-left sway.",Kobo Abe,The Ark Sakura
"“Here’s our chance to prove to the captain that he wasn’t wrong to let us on board.”“Watch out, don’t fall!” the girl cautioned.",Kobo Abe,The Ark Sakura
"Abruptly he ceased moving, as if caught in a freeze-frame.“My story is simple.",Kobo Abe,The Ark Sakura
"Somebody poked his face in from a back tunnel, so I followed him.",Kobo Abe,The Ark Sakura
That’s all.”“Are you sure it was a person?”“What else could it have been?,Kobo Abe,The Ark Sakura
"There sure as hell aren’t any rats that big.”“To tell the truth, for some time now I’ve sensed the presence of an intruder.",Kobo Abe,The Ark Sakura
But it’s too quick for a human.,Kobo Abe,The Ark Sakura
"I’ll see something move out of the corner of my eye, and by the time I look that way, it’s gone.",Kobo Abe,The Ark Sakura
"The center of your field of vision registers shapes, but the periphery is sensitive only to movement, you know.So a rat and a person could look the same.”“Does a rat wear sneakers and a jacket?",Kobo Abe,The Ark Sakura
I’ll grant you he was fast.,Kobo Abe,The Ark Sakura
"Seemed right at home in there, too.",Kobo Abe,The Ark Sakura
"He followed a complicated course, and kept running ahead without ever slowing down or showing the least hesitation.",Kobo Abe,The Ark Sakura
"Just when I’d think I had him cornered, he’d find a way out.",Kobo Abe,The Ark Sakura
"He knew his way around, all right.”“How far did you go?”“How do I know?",Kobo Abe,The Ark Sakura
"I doubt if I could find my way back again, either.",Kobo Abe,The Ark Sakura
"We went down a couple of flights of stairs, but it was uphill most of the way.",Kobo Abe,The Ark Sakura
"Twice we came on running water, and once it was wide enough and deep enough to call it a sort of river.”“You went all the way there?”“That’s where I lost him.",Kobo Abe,The Ark Sakura
"Just when I thought I had him, he vanished into the air.",Kobo Abe,The Ark Sakura
How on earth he got over that river I can’t figure out.,Kobo Abe,The Ark Sakura
"Aren’t there any other ways in and out of this place?There must be.”“I don’t know too much about that end.”“Well, I sure hope it doesn’t turn out that somebody you didn’t know about’s been living over there, watching every damn thing you do.”“Did you notice a peculiar smell?” asked the girl.“Yeah, maybe I did,” he said.“Just before the river there was a narrow bottleneck, wasn’t there?” I asked.",Kobo Abe,The Ark Sakura
“That’s the far boundary of the quarry.,Kobo Abe,The Ark Sakura
"I’ve had it in mind to close that off—but still, it’s unbelievable!",Kobo Abe,The Ark Sakura
"It’s a good four miles that far and back, as the crow flies, and you’ve got cliffs, valleys, and all kinds of hurdles in the way.",Kobo Abe,The Ark Sakura
I never thought those people would go so far as to cross over that boundary.”“‘Those people’?,Kobo Abe,The Ark Sakura
"Then you do know something you’re not letting on.”“Oh, they’re nothing to worry about.",Kobo Abe,The Ark Sakura
"The Broom Brigade, they’re called—an old people’s club.”“The broom what?” The insect dealer, who’d been sitting stiffly, stuck out his paw.",Kobo Abe,The Ark Sakura
His glasses slipped askew.,Kobo Abe,The Ark Sakura
His right eye was watering.“The Broom Brigade.,Kobo Abe,The Ark Sakura
"They do volunteer work, sweeping and cleaning, as a public service.",Kobo Abe,The Ark Sakura
"Their average age is seventy-five.”“And they live somewhere in this quarry?”“No, they probably just use it for their garbage dump.",Kobo Abe,The Ark Sakura
"In any case, they’re over two miles from here.",Kobo Abe,The Ark Sakura
"You remember, don’t you, Komono?” I said, using his name for the first time.",Kobo Abe,The Ark Sakura
"With some trepidation at this change in our relationship, I went on, “On the shortcut, that slight outcropping of rock—”“That’s it!",Kobo Abe,The Ark Sakura
"It was the smell of garbage,” interrupted the girl, her mind still on the same track.“But why would a cleaning brigade come spying around here?” The shill too had a one-track mind.",Kobo Abe,The Ark Sakura
"“And whoever was doing the running wasn’t any seventy-five years old, either.”“It might have been someone from the supervisory squad.",Kobo Abe,The Ark Sakura
I gather they use younger people for supervisors.”“Is it a large battalion?”“Thirty-five to forty men.,Kobo Abe,The Ark Sakura
"They work only late at night, so hardly anybody’s ever seen them.",Kobo Abe,The Ark Sakura
"They go around in a straight line, swinging their brooms in time to martial songs.”“Sounds creepy.”“As far as I know, nobody’s ever complained about the noise.They sing in hushed voices, so the sound must get mixed in with the sighing of the wind and the swish of their brooms.” Layer upon layer of heavy, relaxed inebriation settled over everyone but the girl.13THE BROOM BRIGADE WASWRITTEN UP IN THE PAPERThe Broom Brigade’s been written up in the local paper; everybody from this area knows about them.",Kobo Abe,The Ark Sakura
"It all began with a movement to collect empty beverage cans, organized by a few elderly citizens.",Kobo Abe,The Ark Sakura
"They attracted a growing following, and the movement began earning a name for itself as a way of getting old people reinvolved in society and giving them new purpose in life.Gradually it became more structured, with uniforms and a badge showing two crossed bamboo brooms.",Kobo Abe,The Ark Sakura
"Clad in dark blue uniforms like combat suits, the oldsters parade around in the middle of the night, when ordinary people are in bed, and sweep the streets till dawn.",Kobo Abe,The Ark Sakura
"They work in the wee hours because generally old people are early risers anyway, and because they don’t want to get in people’s way.",Kobo Abe,The Ark Sakura
"Imagine them marching abreast in a single row, softly intoning an old war song and swinging their brooms in rhythm, casting a shadow under the streetlights like some monster centipede creeping through the night.There definitely is something creepy about them.",Kobo Abe,The Ark Sakura
"The matter of the martial air was debated in the city council, but the issue was laid to rest when one councillor declared that the words, beginning “Here we bide, hundreds of miles from home .",Kobo Abe,The Ark Sakura
.,Kobo Abe,The Ark Sakura
".” expressed the universal grief of soldiers everywhere, and that to lump this with the “Man-of-war March” was a piece of left-wing radical hokum.",Kobo Abe,The Ark Sakura
"The brigade members’ practice of soliciting donations in areas they had swept, moreover, won acceptance with the reasonable argument that it’s only wholesome good neighborliness to give a helping hand to senior citizens seeking to build their own retirement home.",Kobo Abe,The Ark Sakura
"As a matter of fact, the city of Kitahama is exceptionally clean.",Kobo Abe,The Ark Sakura
You can walk the streets barefoot without dirtying your feet.,Kobo Abe,The Ark Sakura
Not only that: the city has become a leader in cutting the use of synthetic detergents.,Kobo Abe,The Ark Sakura
"How could the authorities fail to be pleased?“What a disgusting bunch of old men,” snorted the insect dealer.",Kobo Abe,The Ark Sakura
“Must be something wrong with them.,Kobo Abe,The Ark Sakura
"Doesn’t sound normal to me.” He slipped down from his perch on the parapet, came over by the table, and rested his cheek in one hand.",Kobo Abe,The Ark Sakura
In the depths of his glasses his gaze flickered.,Kobo Abe,The Ark Sakura
"“Basically,” he went on,“nobody who enjoys cleaning up can be worth much.",Kobo Abe,The Ark Sakura
"I hate it, myself.",Kobo Abe,The Ark Sakura
"‘A place for everything and everything in its place’—you can take that motto and stuff it.”“Besides,” said the shill, “there’s something disturbing about the whole thing.",Kobo Abe,The Ark Sakura
"We don’t know beans about them, and here they’ve been staring up our asses.” As he spoke, he pulled the bowstring on the crossbow and fixed an arrow in place.",Kobo Abe,The Ark Sakura
“What I can’t figure out is where in hell did that spy disappear to?,Kobo Abe,The Ark Sakura
"It was like a subway platform out there, steep cliffs on right and left, up to the edge of the water.",Kobo Abe,The Ark Sakura
"The only way to escape would be to dive in.”“Then he must have swum across,” said the insect dealer, sinking to a sitting position on the floor.",Kobo Abe,The Ark Sakura
"I did not at all like where he was: from there he could peer though the table legs at the girl, sitting cross-legged on the chaise longue, and see right between her legs.“Impossible.” The shill too seemed to take notice of the situation.",Kobo Abe,The Ark Sakura
All of a sudden he took aim with the crossbow and put his finger on the trigger.,Kobo Abe,The Ark Sakura
"“The other side of the river was a sheer wall, straight up to the ceiling.”“Put that thing down,” said the insect dealer.",Kobo Abe,The Ark Sakura
"Instinctively he snatched up the Uzi that was leaning against the parapet, cocked it, and rose to a crouch.",Kobo Abe,The Ark Sakura
